kohde;jasen;pvknro;sp;ASALUE;IKAL1;V1;V5;V7;V21;V22;V27;V32;V33;V40;V68;V69;V70;V75;H1a_A;H1b_A;H1g_A;H1h_A;H1i_A
51771;1;1;2;1.0;7;0;10;0;0;0;50;560;140;0;0;0;120;0;2.0;2.0;2.0;1.0;1.0
51771;1;2;2;1.0;7;0;40;0;0;0;170;510;80;0;120;0;350;0;2.0;2.0;2.0;1.0;1.0
51785;1;1;1;1.0;7;?;120;?;0;0;0;480;140;0;0;0;300;0;1.0;2.0;2.0;2.0;2.0
51785;1;2;1;1.0;7;0;20;0;0;0;0;540;60;0;60;0;350;0;1.0;2.0;2.0;2.0;2.0
51788;1;1;2;1.0;5;?;40;40;60;30;100;530;110;0;0;0;90;0;2.0;2.0;2.0;2.0;1.0
51788;1;2;2;1.0;5;490;0;10;30;0;0;470;50;0;0;0;100;0;2.0;2.0;2.0;2.0;1.0
51790;2;1;1;1.0;4;650;0;0;0;0;0;470;0;0;0;0;140;0;1.0;1.0;1.0;1.0;1.0
51790;2;2;1;1.0;4;0;0;0;0;0;0;680;60;0;0;0;60;0;1.0;1.0;1.0;1.0;1.0
51803;1;1;2;1.0;5;00:00;00:30;00:20;00:00;00:00;05:20;09:20;00:40;00:00;02:50;00:00;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51803;1;2;2;1.0;5;00:00;00:30;00:00;00:00;00:00;00:00;09:20;01:50;00:00;01:40;00:00;00:00;00:30;1.0;1.0;1.0;1.0;1.0
51804;2;1;1;1.0;7;480;0;0;20;0;0;500;10;0;20;0;70;0;2.0;2.0;2.0;1.0;1.0
51804;2;2;1;1.0;7;0;0;0;0;0;130;480;230;0;0;0;80;0;2.0;2.0;2.0;1.0;1.0
51807;2;1;2;3.0;5;730;60;10;0;0;40;290;90;0;0;0;0;20;1.0;1.0;2.0;1.0;1.0
51807;2;2;2;3.0;5;720;50;0;0;0;0;430;60;0;0;0;150;0;1.0;1.0;2.0;1.0;1.0
51814;1;1;1;1.0;3;0;30;0;0;0;0;480;60;0;0;0;60;0;0.0;60.0;300.0;0.0;60.0
51814;1;2;1;1.0;3;0;0;0;0;0;0;580;100;0;0;0;140;0;0.0;300.0;120.0;0.0;240.0
51819;2;1;2;1.0;8;0;50;20;0;0;20;570;110;0;70;0;90;0;2.0;1.0;2.0;2.0;2.0
51819;2;2;2;1.0;8;0;70;20;0;0;0;520;80;0;40;0;280;0;2.0;1.0;2.0;2.0;2.0
51822;2;1;2;2.0;9;0;50;10;0;0;0;570;140;0;80;0;330;30;2.0;2.0;2.0;1.0;2.0
51822;2;2;2;2.0;9;0;50;20;0;0;0;550;90;0;90;0;280;0;2.0;2.0;2.0;1.0;2.0
51824;1;1;2;2.0;7;580;10;0;0;0;20;430;60;0;10;30;130;0;1.0;1.0;2.0;1.0;2.0
51824;1;2;2;2.0;7;0;60;30;0;0;0;540;100;0;80;20;250;0;1.0;1.0;2.0;1.0;2.0
51831;2;1;2;1.0;3;430;0;0;0;0;0;560;70;0;10;0;100;0;2.0;2.0;?;1.0;2.0
51831;2;2;2;1.0;3;0;0;0;0;0;10;610;20;0;10;0;110;0;2.0;2.0;2.0;1.0;2.0
51832;1;1;2;2.0;6;620;70;10;0;0;40;380;80;0;0;0;0;10;2.0;2.0;2.0;2.0;2.0
51832;1;2;2;2.0;6;300;10;10;0;0;10;520;30;0;0;0;20;20;2.0;2.0;2.0;2.0;2.0
51846;1;1;1;1.0;5;0;30;0;0;0;20;460;90;0;0;0;80;0;2.0;2.0;2.0;1.0;1.0
51846;1;2;1;1.0;5;0;40;10;0;0;10;560;40;0;70;0;50;0;2.0;2.0;?;1.0;1.0
51847;1;1;1;1.0;5;390;90;30;0;0;20;450;70;0;10;0;200;0;2.0;2.0;1.0;1.0;1.0
51847;1;2;1;1.0;5;150;70;0;0;0;10;540;50;0;0;0;290;0;2.0;2.0;1.0;1.0;1.0
51848;1;1;2;1.0;6;00:00;01:10;00:40;00:00;00:00;00:00;10:30;02:30;00:00;01:10;00:00;?;00:30;1.0;1.0;1.0;?;2.0
51848;1;2;2;1.0;6;00:00;00:20;00:10;00:00;00:00;00:00;08:40;01:00;00:00;00:40;00:40;03:30;00:00;1.0;1.0;1.0;2.0;2.0
51851;2;1;1;1.0;4;00:00;00:20;00:20;02:40;00:10;00:00;11:00;01:10;00:00;00:00;00:00;02:50;00:00;1.0;1.0;1.0;1.0;1.0
51851;2;2;1;1.0;4;07:30;00:00;00:10;02:00;00:00;00:40;07:50;01:30;00:00;00:00;00:00;01:10;00:00;1.0;1.0;1.0;1.0;1.0
51854;1;1;1;1.0;4;0;10;0;0;0;60;840;120;0;10;0;50;0;2.0;2.0;2.0;1.0;2.0
51854;1;2;1;1.0;4;480;30;0;0;0;30;410;110;0;0;0;50;0;2.0;2.0;2.0;?;?
51855;1;1;2;1.0;5;0;40;20;0;0;40;670;60;0;30;0;60;0;1.0;1.0;1.0;1.0;1.0
51855;1;2;2;1.0;5;430;50;10;10;20;20;540;50;0;70;0;0;0;1.0;1.0;1.0;1.0;1.0
51857;1;1;1;1.0;7;00:00;00:10;00:00;00:00;00:00;00:00;08:10;01:40;00:00;00:00;00:00;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51857;1;2;1;1.0;7;00:00;00:00;00:00;00:00;00:00;00:50;08:20;01:10;00:00;00:00;00:00;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51871;2;1;2;2.0;4;0;60;0;200;20;50;540;60;0;0;0;0;40;2.0;2.0;1.0;1.0;2.0
51871;2;2;2;2.0;4;0;60;20;130;20;150;550;130;0;0;0;0;50;2.0;2.0;1.0;1.0;2.0
51875;1;1;2;3.0;8;140;0;0;0;0;0;490;80;0;10;0;30;0;2.0;2.0;1.0;2.0;2.0
51875;1;2;2;3.0;8;180;60;20;0;0;60;470;80;0;110;0;80;0;2.0;2.0;1.0;2.0;2.0
51895;1;1;1;1.0;6;110;10;0;0;0;0;490;110;0;0;0;60;10;2.0;1.0;2.0;2.0;2.0
51895;1;2;1;1.0;6;470;10;20;0;0;0;550;110;0;0;0;90;0;2.0;1.0;2.0;2.0;2.0
51900;1;1;1;1.0;5;0;50;10;50;90;0;480;100;0;40;0;300;0;1.0;2.0;2.0;2.0;1.0
51900;1;2;1;1.0;5;590;20;10;0;0;0;470;60;0;0;0;190;0;1.0;2.0;2.0;2.0;1.0
51904;1;1;2;1.0;4;0;60;0;140;120;0;480;100;0;30;0;240;20;1.0;2.0;1.0;1.0;1.0
51904;1;2;2;1.0;4;50;40;40;270;110;0;510;60;0;30;0;40;0;1.0;2.0;1.0;1.0;1.0
51905;1;1;2;3.0;5;0;0;0;0;0;110;490;100;0;0;0;250;40;2.0;2.0;1.0;1.0;1.0
51905;1;2;2;3.0;5;450;0;0;0;0;0;420;30;0;70;0;130;0;2.0;2.0;1.0;1.0;1.0
51914;2;1;2;1.0;6;40;30;30;0;0;0;590;100;0;60;0;260;0;1.0;1.0;2.0;1.0;1.0
51914;2;2;2;1.0;6;620;10;10;0;0;0;150;220;0;0;0;0;?;1.0;1.0;2.0;1.0;1.0
51917;1;1;2;1.0;7;0;30;0;0;0;40;440;?;0;100;0;120;0;1.0;2.0;1.0;1.0;2.0
51917;1;2;2;1.0;7;0;70;0;0;0;0;400;130;0;250;0;50;0;1.0;2.0;1.0;1.0;2.0
51925;2;1;1;1.0;5;10:00;00:00;00:00;?;00:00;00:00;05:30;01:00;00:00;00:10;00:00;06:30;00:00;1.0;1.0;1.0;1.0;1.0
51925;2;2;1;1.0;5;00:00;00:00;00:00;00:00;00:00;00:30;08:30;01:00;00:00;00:00;00:00;03:00;00:00;1.0;1.0;1.0;1.0;1.0
51926;1;1;1;3.0;7;0;20;0;0;0;0;600;170;0;30;0;320;0;1.0;1.0;2.0;1.0;1.0
51926;1;2;1;3.0;7;0;10;20;0;0;10;580;130;0;110;30;70;0;1.0;1.0;2.0;1.0;1.0
51930;1;1;1;2.0;9;0;10;0;0;0;0;520;60;0;0;0;300;0;2.0;2.0;1.0;2.0;2.0
51930;1;2;1;2.0;9;0;0;0;0;0;0;590;40;0;0;0;0;0;2.0;2.0;1.0;2.0;2.0
51934;1;1;1;3.0;8;00:00;00:00;00:00;00:00;00:00;01:00;10:00;00:50;00:00;01:10;00:00;02:20;00:00;2.0;2.0;2.0;2.0;2.0
51934;1;2;1;3.0;8;00:00;00:10;00:00;00:00;00:00;00:00;09:40;00:40;00:00;00:50;00:00;03:40;00:00;2.0;2.0;2.0;2.0;2.0
51944;1;1;1;1.0;5;340;30;10;0;0;0;480;70;0;150;90;0;0;120.0;120.0;120.0;120.0;120.0
51944;1;2;1;1.0;5;110;20;10;0;0;10;480;60;0;210;210;0;0;120.0;60.0;180.0;180.0;60.0
51946;2;1;1;3.0;4;390;10;0;0;20;0;100;80;0;20;0;0;0;300.0;0.0;420.0;0.0;0.0
51946;2;2;1;3.0;4;620;10;0;0;0;0;520;120;0;30;0;70;0;0.0;0.0;?;0.0;0.0
51948;2;1;2;2.0;8;0;50;30;0;0;80;520;110;0;100;70;190;0;2.0;2.0;2.0;1.0;2.0
51948;2;2;2;2.0;8;0;70;30;0;0;10;480;110;0;20;60;230;0;2.0;2.0;2.0;1.0;2.0
51959;1;1;1;2.0;9;0;0;30;0;0;0;600;100;0;150;60;190;0;2.0;2.0;2.0;1.0;2.0
51959;1;2;1;2.0;9;0;0;0;0;0;0;610;110;0;90;140;140;0;2.0;2.0;2.0;1.0;2.0
51960;2;1;1;1.0;7;0;20;20;0;0;30;530;120;0;150;0;120;0;1.0;1.0;1.0;1.0;1.0
51960;2;2;1;1.0;7;0;20;0;0;0;140;470;110;0;290;0;160;0;1.0;1.0;1.0;1.0;1.0
51967;1;1;1;3.0;7;420;80;20;0;0;?;440;90;0;50;50;0;10;2.0;2.0;?;2.0;2.0
51967;1;2;1;3.0;7;0;70;0;0;0;0;420;90;0;0;0;280;30;2.0;2.0;2.0;2.0;2.0
51971;1;1;2;3.0;6;0;0;0;0;0;0;480;130;0;80;10;0;0;1.0;2.0;1.0;1.0;2.0
51971;1;2;2;3.0;6;680;0;0;0;0;0;430;0;0;110;0;0;0;1.0;2.0;1.0;1.0;2.0
51973;1;1;1;2.0;5;0;0;0;0;0;50;600;60;0;0;0;220;0;1.0;2.0;2.0;1.0;1.0
51973;1;2;1;2.0;5;0;10;0;0;0;40;620;70;0;0;0;280;0;1.0;2.0;2.0;1.0;1.0
51980;1;1;2;2.0;6;0;0;0;0;0;0;570;140;0;0;0;210;0;1.0;1.0;1.0;2.0;1.0
51980;1;2;2;2.0;6;460;20;0;0;0;10;450;70;0;30;?;80;10;1.0;1.0;1.0;2.0;1.0
51981;2;1;1;1.0;5;0;0;0;0;0;50;470;160;0;0;0;300;0;?;?;?;?;?
51981;2;2;1;1.0;5;0;0;0;10;0;0;730;110;0;0;0;190;0;?;?;?;?;?
51983;1;1;2;3.0;8;?;40;30;0;0;20;360;40;0;20;0;140;10;1.0;2.0;1.0;1.0;2.0
51983;1;2;2;3.0;8;0;90;10;0;0;0;420;50;0;30;0;490;30;1.0;2.0;1.0;1.0;2.0
